"mtry","ntree","nodesize"
9,9000,130
10,9000,130
11,9000,130
12,9000,130
13,9000,130
14,9000,130
15,9000,130
2,10000,130
3,10000,130
4,10000,130
5,10000,130
6,10000,130
7,10000,130
8,10000,130
9,10000,130
10,10000,130
11,10000,130
12,10000,130
13,10000,130
14,10000,130
15,10000,130
2,1000,140
3,1000,140
4,1000,140
5,1000,140
6,1000,140
7,1000,140
8,1000,140
9,1000,140
10,1000,140
11,1000,140
12,1000,140
13,1000,140
14,1000,140
15,1000,140
2,2000,140
3,2000,140
4,2000,140
5,2000,140
6,2000,140
7,2000,140
8,2000,140
9,2000,140
10,2000,140
11,2000,140
12,2000,140
13,2000,140
14,2000,140
15,2000,140
2,3000,140
3,3000,140
4,3000,140
5,3000,140
6,3000,140
7,3000,140
8,3000,140
9,3000,140
10,3000,140
11,3000,140
12,3000,140
13,3000,140
14,3000,140
15,3000,140
2,4000,140
3,4000,140
4,4000,140
5,4000,140
6,4000,140
7,4000,140
8,4000,140
9,4000,140
10,4000,140
11,4000,140
12,4000,140
13,4000,140
14,4000,140
15,4000,140
2,5000,140
3,5000,140
4,5000,140
5,5000,140
6,5000,140
7,5000,140
8,5000,140
9,5000,140
10,5000,140
11,5000,140
12,5000,140
13,5000,140
14,5000,140
15,5000,140
2,6000,140
3,6000,140
4,6000,140
5,6000,140
6,6000,140
7,6000,140
8,6000,140
9,6000,140
10,6000,140
11,6000,140
12,6000,140
13,6000,140
14,6000,140
15,6000,140
2,7000,140
3,7000,140
4,7000,140
5,7000,140
6,7000,140
7,7000,140
8,7000,140
9,7000,140
10,7000,140
11,7000,140
12,7000,140
13,7000,140
14,7000,140
15,7000,140
2,8000,140
3,8000,140
4,8000,140
5,8000,140
6,8000,140
7,8000,140
8,8000,140
9,8000,140
10,8000,140
11,8000,140
12,8000,140
13,8000,140
14,8000,140
15,8000,140
2,9000,140
3,9000,140
4,9000,140
5,9000,140
6,9000,140
7,9000,140
8,9000,140
9,9000,140
10,9000,140
11,9000,140
12,9000,140
13,9000,140
14,9000,140
15,9000,140
2,10000,140
3,10000,140
4,10000,140
5,10000,140
6,10000,140
7,10000,140
8,10000,140
9,10000,140
10,10000,140
11,10000,140
12,10000,140
13,10000,140
14,10000,140
15,10000,140
2,1000,150
3,1000,150
4,1000,150
5,1000,150
6,1000,150
7,1000,150
8,1000,150
9,1000,150
10,1000,150
11,1000,150
12,1000,150
13,1000,150
14,1000,150
15,1000,150
2,2000,150
3,2000,150
4,2000,150
5,2000,150
6,2000,150
7,2000,150
8,2000,150
9,2000,150
10,2000,150
11,2000,150
12,2000,150
13,2000,150
14,2000,150
15,2000,150
2,3000,150
3,3000,150
4,3000,150
5,3000,150
6,3000,150
7,3000,150
8,3000,150
9,3000,150
10,3000,150
11,3000,150
12,3000,150
13,3000,150
14,3000,150
15,3000,150
2,4000,150
3,4000,150
4,4000,150
5,4000,150
6,4000,150
7,4000,150
8,4000,150
9,4000,150
10,4000,150
11,4000,150
12,4000,150
13,4000,150
14,4000,150
15,4000,150
2,5000,150
3,5000,150
4,5000,150
5,5000,150
6,5000,150
7,5000,150
8,5000,150
9,5000,150
10,5000,150
11,5000,150
12,5000,150
13,5000,150
14,5000,150
15,5000,150
2,6000,150
3,6000,150
4,6000,150
5,6000,150
6,6000,150
7,6000,150
8,6000,150
9,6000,150
10,6000,150
11,6000,150
12,6000,150
13,6000,150
14,6000,150
15,6000,150
2,7000,150
3,7000,150
4,7000,150
5,7000,150
6,7000,150
7,7000,150
8,7000,150
9,7000,150
10,7000,150
11,7000,150
12,7000,150
13,7000,150
14,7000,150
15,7000,150
2,8000,150
3,8000,150
4,8000,150
5,8000,150
6,8000,150
7,8000,150
8,8000,150
9,8000,150
10,8000,150
11,8000,150
12,8000,150
13,8000,150
14,8000,150
15,8000,150
2,9000,150
3,9000,150
4,9000,150
5,9000,150
6,9000,150
7,9000,150
8,9000,150
9,9000,150
10,9000,150
11,9000,150
12,9000,150
13,9000,150
14,9000,150
15,9000,150
2,10000,150
3,10000,150
4,10000,150
5,10000,150
6,10000,150
7,10000,150
8,10000,150
9,10000,150
10,10000,150
11,10000,150
12,10000,150
13,10000,150
14,10000,150
15,10000,150
2,1000,160
3,1000,160
4,1000,160
5,1000,160
6,1000,160
7,1000,160
8,1000,160
9,1000,160
10,1000,160
11,1000,160
12,1000,160
13,1000,160
14,1000,160
15,1000,160
2,2000,160
3,2000,160
4,2000,160
5,2000,160
6,2000,160
7,2000,160
8,2000,160
9,2000,160
10,2000,160
11,2000,160
12,2000,160
13,2000,160
14,2000,160
15,2000,160
2,3000,160
3,3000,160
4,3000,160
5,3000,160
6,3000,160
7,3000,160
8,3000,160
9,3000,160
10,3000,160
11,3000,160
12,3000,160
13,3000,160
14,3000,160
15,3000,160
2,4000,160
3,4000,160
4,4000,160
5,4000,160
6,4000,160
7,4000,160
8,4000,160
9,4000,160
10,4000,160
11,4000,160
12,4000,160
13,4000,160
14,4000,160
15,4000,160
2,5000,160
3,5000,160
4,5000,160
5,5000,160
6,5000,160
7,5000,160
8,5000,160
9,5000,160
10,5000,160
11,5000,160
12,5000,160
13,5000,160
14,5000,160
15,5000,160
2,6000,160
3,6000,160
4,6000,160
5,6000,160
6,6000,160
7,6000,160
8,6000,160
9,6000,160
10,6000,160
11,6000,160
12,6000,160
13,6000,160
14,6000,160
15,6000,160
2,7000,160
3,7000,160
4,7000,160
5,7000,160
6,7000,160
7,7000,160
8,7000,160
9,7000,160
10,7000,160
11,7000,160
12,7000,160
13,7000,160
14,7000,160
15,7000,160
2,8000,160
3,8000,160
4,8000,160
5,8000,160
6,8000,160
7,8000,160
8,8000,160
9,8000,160
10,8000,160
11,8000,160
12,8000,160
13,8000,160
14,8000,160
15,8000,160
2,9000,160
3,9000,160
4,9000,160
5,9000,160
6,9000,160
7,9000,160
8,9000,160
9,9000,160
10,9000,160
11,9000,160
12,9000,160
13,9000,160
14,9000,160
15,9000,160
2,10000,160
3,10000,160
4,10000,160
5,10000,160
6,10000,160
7,10000,160
8,10000,160
9,10000,160
10,10000,160
11,10000,160
12,10000,160
13,10000,160
14,10000,160
15,10000,160
2,1000,170
3,1000,170
4,1000,170
5,1000,170
6,1000,170
7,1000,170
8,1000,170
9,1000,170
10,1000,170
11,1000,170
12,1000,170
13,1000,170
14,1000,170
15,1000,170
2,2000,170
3,2000,170
4,2000,170
5,2000,170
6,2000,170
7,2000,170
8,2000,170
9,2000,170
10,2000,170
11,2000,170
12,2000,170
13,2000,170
14,2000,170
15,2000,170
2,3000,170
3,3000,170
4,3000,170
5,3000,170
6,3000,170
7,3000,170
8,3000,170
9,3000,170
10,3000,170
11,3000,170
12,3000,170
13,3000,170
14,3000,170
15,3000,170
2,4000,170
3,4000,170
4,4000,170
5,4000,170
6,4000,170
7,4000,170
8,4000,170
9,4000,170
10,4000,170
11,4000,170
12,4000,170
13,4000,170
14,4000,170
15,4000,170
2,5000,170
3,5000,170
4,5000,170
5,5000,170
6,5000,170
7,5000,170
8,5000,170
9,5000,170
10,5000,170
11,5000,170
12,5000,170
13,5000,170
14,5000,170
15,5000,170
2,6000,170
3,6000,170
4,6000,170
5,6000,170
6,6000,170
7,6000,170
8,6000,170
9,6000,170
10,6000,170
11,6000,170
12,6000,170
13,6000,170
14,6000,170
15,6000,170
2,7000,170
3,7000,170
4,7000,170
5,7000,170
6,7000,170
7,7000,170
8,7000,170
9,7000,170
10,7000,170
11,7000,170
12,7000,170
13,7000,170
14,7000,170
15,7000,170
2,8000,170
3,8000,170
4,8000,170
5,8000,170
6,8000,170
7,8000,170
8,8000,170
9,8000,170
10,8000,170
11,8000,170
12,8000,170
13,8000,170
14,8000,170
15,8000,170
2,9000,170
3,9000,170
4,9000,170
5,9000,170
6,9000,170
7,9000,170
8,9000,170
9,9000,170
10,9000,170
11,9000,170
12,9000,170
13,9000,170
14,9000,170
15,9000,170
2,10000,170
3,10000,170
4,10000,170
5,10000,170
6,10000,170
7,10000,170
8,10000,170
9,10000,170
10,10000,170
11,10000,170
12,10000,170
13,10000,170
14,10000,170
15,10000,170
2,1000,180
3,1000,180
4,1000,180
5,1000,180
6,1000,180
7,1000,180
8,1000,180
9,1000,180
10,1000,180
11,1000,180
12,1000,180
13,1000,180
14,1000,180
15,1000,180
2,2000,180
3,2000,180
4,2000,180
5,2000,180
6,2000,180
7,2000,180
8,2000,180
9,2000,180
10,2000,180
11,2000,180
12,2000,180
13,2000,180
14,2000,180
15,2000,180
2,3000,180
3,3000,180
4,3000,180
5,3000,180
6,3000,180
7,3000,180
8,3000,180
9,3000,180
10,3000,180
11,3000,180
12,3000,180
13,3000,180
14,3000,180
15,3000,180
2,4000,180
3,4000,180
4,4000,180
5,4000,180
6,4000,180
7,4000,180
8,4000,180
9,4000,180
10,4000,180
11,4000,180
12,4000,180
13,4000,180
14,4000,180
15,4000,180
2,5000,180
3,5000,180
4,5000,180
5,5000,180
6,5000,180
7,5000,180
8,5000,180
9,5000,180
10,5000,180
11,5000,180
12,5000,180
13,5000,180
14,5000,180
15,5000,180
2,6000,180
3,6000,180
4,6000,180
5,6000,180
6,6000,180
7,6000,180
8,6000,180
9,6000,180
10,6000,180
11,6000,180
12,6000,180
13,6000,180
14,6000,180
15,6000,180
2,7000,180
3,7000,180
4,7000,180
5,7000,180
6,7000,180
7,7000,180
8,7000,180
9,7000,180
10,7000,180
11,7000,180
12,7000,180
13,7000,180
14,7000,180
15,7000,180
2,8000,180
3,8000,180
4,8000,180
5,8000,180
6,8000,180
7,8000,180
8,8000,180
9,8000,180
10,8000,180
11,8000,180
12,8000,180
13,8000,180
14,8000,180
15,8000,180
2,9000,180
3,9000,180
4,9000,180
5,9000,180
6,9000,180
7,9000,180
8,9000,180
9,9000,180
10,9000,180
11,9000,180
12,9000,180
13,9000,180
14,9000,180
15,9000,180
2,10000,180
3,10000,180
4,10000,180
5,10000,180
6,10000,180
7,10000,180
8,10000,180
9,10000,180
10,10000,180
11,10000,180
12,10000,180
13,10000,180
14,10000,180
15,10000,180
2,1000,190
3,1000,190
4,1000,190
5,1000,190
6,1000,190
7,1000,190
8,1000,190
9,1000,190
10,1000,190
11,1000,190
12,1000,190
13,1000,190
14,1000,190
15,1000,190
2,2000,190
3,2000,190
4,2000,190
5,2000,190
6,2000,190
7,2000,190
8,2000,190
9,2000,190
10,2000,190
11,2000,190
12,2000,190
13,2000,190
14,2000,190
15,2000,190
2,3000,190
3,3000,190
4,3000,190
5,3000,190
6,3000,190
7,3000,190
8,3000,190
9,3000,190
10,3000,190
11,3000,190
12,3000,190
13,3000,190
14,3000,190
15,3000,190
2,4000,190
3,4000,190
4,4000,190
5,4000,190
6,4000,190
7,4000,190
8,4000,190
9,4000,190
10,4000,190
11,4000,190
12,4000,190
13,4000,190
14,4000,190
15,4000,190
2,5000,190
3,5000,190
4,5000,190
5,5000,190
6,5000,190
7,5000,190
8,5000,190
9,5000,190
10,5000,190
11,5000,190
12,5000,190
13,5000,190
14,5000,190
15,5000,190
2,6000,190
3,6000,190
4,6000,190
5,6000,190
6,6000,190
7,6000,190
8,6000,190
9,6000,190
10,6000,190
11,6000,190
12,6000,190
13,6000,190
14,6000,190
15,6000,190
2,7000,190
3,7000,190
4,7000,190
5,7000,190
6,7000,190
7,7000,190
8,7000,190
9,7000,190
10,7000,190
11,7000,190
12,7000,190
13,7000,190
14,7000,190
15,7000,190
2,8000,190
3,8000,190
4,8000,190
5,8000,190
6,8000,190
7,8000,190
8,8000,190
9,8000,190
10,8000,190
11,8000,190
12,8000,190
13,8000,190
14,8000,190
15,8000,190
2,9000,190
3,9000,190
4,9000,190
5,9000,190
6,9000,190
7,9000,190
8,9000,190
9,9000,190
10,9000,190
11,9000,190
12,9000,190
13,9000,190
14,9000,190
15,9000,190
2,10000,190
3,10000,190
4,10000,190
5,10000,190
6,10000,190
7,10000,190
8,10000,190
9,10000,190
10,10000,190
11,10000,190
12,10000,190
13,10000,190
14,10000,190
15,10000,190
2,1000,200
3,1000,200
4,1000,200
5,1000,200
6,1000,200
7,1000,200
8,1000,200
9,1000,200
10,1000,200
11,1000,200
12,1000,200
13,1000,200
14,1000,200
15,1000,200
2,2000,200
3,2000,200
4,2000,200
5,2000,200
6,2000,200
7,2000,200
8,2000,200
9,2000,200
10,2000,200
11,2000,200
12,2000,200
13,2000,200
14,2000,200
15,2000,200
2,3000,200
3,3000,200
4,3000,200
5,3000,200
6,3000,200
7,3000,200
8,3000,200
9,3000,200
10,3000,200
11,3000,200
12,3000,200
13,3000,200
14,3000,200
15,3000,200
2,4000,200
3,4000,200
4,4000,200
5,4000,200
6,4000,200
7,4000,200
8,4000,200
9,4000,200
10,4000,200
11,4000,200
12,4000,200
13,4000,200
14,4000,200
15,4000,200
2,5000,200
3,5000,200
4,5000,200
5,5000,200
6,5000,200
7,5000,200
8,5000,200
9,5000,200
10,5000,200
11,5000,200
12,5000,200
13,5000,200
14,5000,200
15,5000,200
2,6000,200
3,6000,200
4,6000,200
5,6000,200
6,6000,200
7,6000,200
8,6000,200
9,6000,200
10,6000,200
11,6000,200
12,6000,200
13,6000,200
14,6000,200
15,6000,200
2,7000,200
3,7000,200
4,7000,200
5,7000,200
6,7000,200
7,7000,200
8,7000,200
9,7000,200
10,7000,200
11,7000,200
12,7000,200
13,7000,200
14,7000,200
15,7000,200
2,8000,200
3,8000,200
4,8000,200
5,8000,200
6,8000,200
7,8000,200
8,8000,200
9,8000,200
10,8000,200
11,8000,200
12,8000,200
13,8000,200
14,8000,200
15,8000,200
2,9000,200
3,9000,200
4,9000,200
5,9000,200
6,9000,200
7,9000,200
8,9000,200
9,9000,200
10,9000,200
11,9000,200
12,9000,200
13,9000,200
14,9000,200
15,9000,200
2,10000,200
3,10000,200
4,10000,200
5,10000,200
6,10000,200
7,10000,200
8,10000,200
9,10000,200
10,10000,200
11,10000,200
12,10000,200
13,10000,200
14,10000,200
15,10000,200
2,1000,210
3,1000,210
4,1000,210
5,1000,210
6,1000,210
7,1000,210
8,1000,210
9,1000,210
10,1000,210
11,1000,210
12,1000,210
13,1000,210
14,1000,210
15,1000,210
2,2000,210
3,2000,210
4,2000,210
5,2000,210
6,2000,210
7,2000,210
8,2000,210
9,2000,210
10,2000,210
11,2000,210
12,2000,210
13,2000,210
14,2000,210
15,2000,210
2,3000,210
3,3000,210
4,3000,210
5,3000,210
6,3000,210
7,3000,210
8,3000,210
9,3000,210
10,3000,210
11,3000,210
12,3000,210
13,3000,210
14,3000,210
15,3000,210
2,4000,210
3,4000,210
4,4000,210
5,4000,210
6,4000,210
7,4000,210
8,4000,210
9,4000,210
10,4000,210
11,4000,210
12,4000,210
13,4000,210
14,4000,210
15,4000,210
2,5000,210
3,5000,210
4,5000,210
5,5000,210
6,5000,210
7,5000,210
8,5000,210
9,5000,210
10,5000,210
11,5000,210
12,5000,210
13,5000,210
14,5000,210
15,5000,210
2,6000,210
3,6000,210
4,6000,210
5,6000,210
6,6000,210
7,6000,210
8,6000,210
9,6000,210
10,6000,210
11,6000,210
12,6000,210
13,6000,210
14,6000,210
15,6000,210
2,7000,210
3,7000,210
4,7000,210
5,7000,210
6,7000,210
7,7000,210
8,7000,210
9,7000,210
10,7000,210
11,7000,210
12,7000,210
13,7000,210
14,7000,210
15,7000,210
2,8000,210
3,8000,210
4,8000,210
5,8000,210
6,8000,210
7,8000,210
8,8000,210
9,8000,210
10,8000,210
11,8000,210
12,8000,210
13,8000,210
14,8000,210
15,8000,210
2,9000,210
3,9000,210
4,9000,210
5,9000,210
6,9000,210
7,9000,210
8,9000,210
9,9000,210
10,9000,210
11,9000,210
12,9000,210
13,9000,210
14,9000,210
15,9000,210
2,10000,210
3,10000,210
4,10000,210
5,10000,210
6,10000,210
7,10000,210
8,10000,210
9,10000,210
10,10000,210
11,10000,210
12,10000,210
13,10000,210
14,10000,210
15,10000,210
2,1000,220
3,1000,220
4,1000,220
5,1000,220
6,1000,220
7,1000,220
8,1000,220
9,1000,220
10,1000,220
11,1000,220
12,1000,220
13,1000,220
14,1000,220
15,1000,220
2,2000,220
3,2000,220
4,2000,220
5,2000,220
6,2000,220
7,2000,220
8,2000,220
9,2000,220
10,2000,220
11,2000,220
12,2000,220
13,2000,220
14,2000,220
15,2000,220
2,3000,220
3,3000,220
4,3000,220
5,3000,220
6,3000,220
7,3000,220
8,3000,220
9,3000,220
10,3000,220
11,3000,220
12,3000,220
13,3000,220
14,3000,220
15,3000,220
2,4000,220
3,4000,220
4,4000,220
5,4000,220
6,4000,220
7,4000,220
8,4000,220
9,4000,220
10,4000,220
11,4000,220
12,4000,220
13,4000,220
14,4000,220
15,4000,220
2,5000,220
3,5000,220
4,5000,220
5,5000,220
6,5000,220
7,5000,220
8,5000,220
9,5000,220
10,5000,220
11,5000,220
12,5000,220
13,5000,220
14,5000,220
15,5000,220
2,6000,220
3,6000,220
4,6000,220
5,6000,220
6,6000,220
7,6000,220
8,6000,220
9,6000,220
10,6000,220
11,6000,220
12,6000,220
13,6000,220
14,6000,220
15,6000,220
2,7000,220
3,7000,220
4,7000,220
5,7000,220
6,7000,220
7,7000,220
8,7000,220
9,7000,220
10,7000,220
11,7000,220
12,7000,220
13,7000,220
14,7000,220
15,7000,220
2,8000,220
3,8000,220
4,8000,220
5,8000,220
6,8000,220
7,8000,220
8,8000,220
9,8000,220
10,8000,220
11,8000,220
12,8000,220
13,8000,220
14,8000,220
15,8000,220
2,9000,220
3,9000,220
4,9000,220
5,9000,220
6,9000,220
7,9000,220
8,9000,220
9,9000,220
10,9000,220
11,9000,220
12,9000,220
13,9000,220
14,9000,220
15,9000,220
2,10000,220
3,10000,220
4,10000,220
5,10000,220
6,10000,220
7,10000,220
8,10000,220
9,10000,220
10,10000,220
11,10000,220
12,10000,220
13,10000,220
14,10000,220
15,10000,220
2,1000,230
3,1000,230
4,1000,230
5,1000,230
6,1000,230
7,1000,230
8,1000,230
9,1000,230
10,1000,230
11,1000,230
12,1000,230
13,1000,230
14,1000,230
15,1000,230
2,2000,230
3,2000,230
4,2000,230
5,2000,230
6,2000,230
7,2000,230
8,2000,230
9,2000,230
10,2000,230
11,2000,230
12,2000,230
13,2000,230
14,2000,230
15,2000,230
2,3000,230
3,3000,230
4,3000,230
5,3000,230
6,3000,230
7,3000,230
8,3000,230
9,3000,230
10,3000,230
11,3000,230
12,3000,230
13,3000,230
14,3000,230
15,3000,230
2,4000,230
3,4000,230
4,4000,230
5,4000,230
6,4000,230
7,4000,230
8,4000,230
9,4000,230
10,4000,230
11,4000,230
12,4000,230
13,4000,230
14,4000,230
15,4000,230
2,5000,230
3,5000,230
4,5000,230
5,5000,230
6,5000,230
7,5000,230
8,5000,230
9,5000,230
10,5000,230
11,5000,230
12,5000,230
13,5000,230
14,5000,230
15,5000,230
2,6000,230
3,6000,230
4,6000,230
5,6000,230
6,6000,230
7,6000,230
8,6000,230
9,6000,230
10,6000,230
11,6000,230
12,6000,230
13,6000,230
14,6000,230
15,6000,230
2,7000,230
3,7000,230
4,7000,230
5,7000,230
6,7000,230
7,7000,230
8,7000,230
9,7000,230
10,7000,230
11,7000,230
12,7000,230
13,7000,230
14,7000,230
15,7000,230
2,8000,230
3,8000,230
4,8000,230
5,8000,230
6,8000,230
7,8000,230
8,8000,230
9,8000,230
10,8000,230
11,8000,230
12,8000,230
13,8000,230
14,8000,230
15,8000,230
2,9000,230
3,9000,230
4,9000,230
5,9000,230
6,9000,230
7,9000,230
8,9000,230
9,9000,230
10,9000,230
11,9000,230
12,9000,230
13,9000,230
14,9000,230
15,9000,230
2,10000,230
3,10000,230
4,10000,230
5,10000,230
6,10000,230
7,10000,230
8,10000,230
9,10000,230
10,10000,230
11,10000,230
12,10000,230
13,10000,230
14,10000,230
15,10000,230
2,1000,240
3,1000,240
4,1000,240
5,1000,240
6,1000,240
7,1000,240
8,1000,240
9,1000,240
10,1000,240
11,1000,240
12,1000,240
13,1000,240
14,1000,240
15,1000,240
2,2000,240
3,2000,240
4,2000,240
5,2000,240
6,2000,240
7,2000,240
8,2000,240
9,2000,240
10,2000,240
11,2000,240
12,2000,240
13,2000,240
14,2000,240
15,2000,240
2,3000,240
3,3000,240
4,3000,240
5,3000,240
6,3000,240
7,3000,240
8,3000,240
9,3000,240
10,3000,240
11,3000,240
12,3000,240
13,3000,240
14,3000,240
15,3000,240
2,4000,240
3,4000,240
4,4000,240
5,4000,240
6,4000,240
7,4000,240
8,4000,240
9,4000,240
10,4000,240
11,4000,240
12,4000,240
13,4000,240
14,4000,240
15,4000,240
2,5000,240
3,5000,240
4,5000,240
5,5000,240
6,5000,240
7,5000,240
8,5000,240
9,5000,240
10,5000,240
11,5000,240
12,5000,240
13,5000,240
14,5000,240
15,5000,240
2,6000,240
3,6000,240
4,6000,240
5,6000,240
6,6000,240
7,6000,240
8,6000,240
9,6000,240
10,6000,240
11,6000,240
12,6000,240
13,6000,240
14,6000,240
15,6000,240
2,7000,240
3,7000,240
4,7000,240
5,7000,240
6,7000,240
7,7000,240
8,7000,240
9,7000,240
10,7000,240
11,7000,240
12,7000,240
13,7000,240
14,7000,240
15,7000,240
2,8000,240
3,8000,240
4,8000,240
5,8000,240
6,8000,240
7,8000,240
8,8000,240
9,8000,240
10,8000,240
11,8000,240
12,8000,240
13,8000,240
14,8000,240
15,8000,240
2,9000,240
3,9000,240
4,9000,240
5,9000,240
6,9000,240
7,9000,240
8,9000,240
9,9000,240
10,9000,240
11,9000,240
12,9000,240
13,9000,240
14,9000,240
15,9000,240
2,10000,240
3,10000,240
4,10000,240
5,10000,240
6,10000,240
7,10000,240
8,10000,240
9,10000,240
10,10000,240
11,10000,240
12,10000,240
13,10000,240
14,10000,240
15,10000,240
2,1000,250
3,1000,250
4,1000,250
5,1000,250
6,1000,250
7,1000,250
8,1000,250
9,1000,250
10,1000,250
11,1000,250
12,1000,250
13,1000,250
14,1000,250
15,1000,250
2,2000,250
3,2000,250
4,2000,250
5,2000,250
6,2000,250
7,2000,250
8,2000,250
9,2000,250
10,2000,250
11,2000,250
12,2000,250
13,2000,250
14,2000,250
15,2000,250
2,3000,250
3,3000,250
4,3000,250
5,3000,250
6,3000,250
7,3000,250
8,3000,250
9,3000,250
10,3000,250
11,3000,250
12,3000,250
13,3000,250
14,3000,250
15,3000,250
2,4000,250
3,4000,250
4,4000,250
5,4000,250
6,4000,250
7,4000,250
8,4000,250
9,4000,250
10,4000,250
11,4000,250
12,4000,250
13,4000,250
14,4000,250
15,4000,250
2,5000,250
3,5000,250
4,5000,250
5,5000,250
6,5000,250
7,5000,250
8,5000,250
9,5000,250
10,5000,250
11,5000,250
12,5000,250
13,5000,250
14,5000,250
15,5000,250
2,6000,250
3,6000,250
4,6000,250
5,6000,250
6,6000,250
7,6000,250
8,6000,250
9,6000,250
10,6000,250
11,6000,250
12,6000,250
13,6000,250
14,6000,250
15,6000,250
2,7000,250
3,7000,250
4,7000,250
5,7000,250
6,7000,250
7,7000,250
8,7000,250
9,7000,250
10,7000,250
11,7000,250
12,7000,250
13,7000,250
14,7000,250
15,7000,250
2,8000,250
3,8000,250
4,8000,250
5,8000,250
6,8000,250
7,8000,250
8,8000,250
9,8000,250
10,8000,250
11,8000,250
12,8000,250
13,8000,250
14,8000,250
15,8000,250
2,9000,250
3,9000,250
4,9000,250
5,9000,250
6,9000,250
7,9000,250
8,9000,250
9,9000,250
10,9000,250
11,9000,250
12,9000,250
13,9000,250
14,9000,250
15,9000,250
2,10000,250
3,10000,250
4,10000,250
