"cont_pred";"bin_pred";"threshold";"Sens_train";"F1_train";"B.Accuracy_train";"TSS_train";"AUC_train";"NA";"NA";"NA";"NA";"NA";"NA"
0,992;1;0,426090097098168;0,863777089783282;0,17816091954023;0,803826184089859;0,607652368179718;0,803826184089859;0,975544481085942;0,280581422523975;0,756440813808899;0,66743650592349;0,816967873250527;-20,7682696226587
0,816;1;0,369792474923465;0,893416927899687;0,166910688140556;0,804494561288708;0,608989122577416;0,804494561288708;0,975274453273076;0,276005092107315;0,754773747318742;0,666433042303183;0,816353503271213;-21,0012664967205
0,926;1;0,426970125180205;0,863777089783282;0,179883945841393;0,805421527489779;0,610843054979558;0,805421527489779;0,989573926118844;0,280555973878457;0,757394248642373;0,66962038352017;0,818303356659479;-20,8519217046545
0,879;1;0,324199199199199;0,909937888198758;0,163004172461752;0,804250756763753;0,608501513527505;0,804250756763753;0,969672785332701;0,280150474995758;0,757794177767591;0,669603692615873;0,81829315811381;-20,9190983287197
0,869;1;0,356292336378012;0,894409937888199;0,166473988439306;0,803061736089558;0,606123472179115;0,803061736089558;0,977698569183642;0,277689405311308;0,755487788449648;0,667667914435306;0,817109487422161;-20,8557317243381
0,632;1;0,382132118801567;0,890965732087227;0,170339487790351;0,806402987378295;0,61280597475659;0,806402987378295;0,97227706138601;0,277881182403239;0,756440540312053;0,668521172009478;0,817631440203639;-20,955857037357
0,899;1;0,489964568989814;0,834890965732087;0,194062273714699;0,807587039994456;0,615174079988912;0,807587039994456;0,984029259229114;0,279307442891254;0,758631905921167;0,670798095575828;0,819022646558584;-21,0306367308071
0,916;1;0,321617429218257;0,909657320872274;0,163037409268565;0,804712369607944;0,609424739215888;0,804712369607944;0,984950495049505;0,28058344489699;0,760737148765546;0,672821936418287;0,82025723795544;-21,0950107634562
0,983;1;0,340281549390628;0,906832298136646;0,165673758865248;0,806202636374887;0,612405272749774;0,806202636374887;0,975637563756376;0,2787756873861;0,758331807193755;0,671303369113768;0,8193310497679;-20,9768188595535
0,991;1;0,401435584584576;0,884735202492212;0,1749307052664;0,80875781061194;0,61751562122388;0,80875781061194;0,975580484794324;0,278533522368917;0,755698373019657;0,667540019354271;0,817031222998406;-20,9174014864348
0,938;1;0,357775734299778;0,8875;0,16642250219748;0,801666034395549;0,603332068791098;0,801666034395549;0,970644888375641;0,278222208933971;0,758764612769611;0,670578927924947;0,818888837342986;-21,077468220926
0,991;1;0,36606323754822;0,899053627760252;0,166666666666667;0,806987613070819;0,613975226141638;0,806987613070819;0,972517251725173;0,27651674122485;0,757492917301199;0,668863712394324;0,817840884521142;-21,2163310092646
0,989;1;0,403326762803887;0,877742946708464;0,172254690864349;0,804728832990044;0,609457665980088;0,804728832990044;0,990263997196168;0,276685589980945;0,753500768393567;0,663312059321466;0,814439721109835;-20,9023863866562
0,988;1;0,336538733090457;0,906832298136646;0,164414414414414;0,804822177795816;0,609644355591633;0,804822177795816;0,977341734173417;0,279308165433352;0,758951384059916;0,671084393649169;0,819197408229035;-20,9675682399555
0,999;1;0,363221316221171;0,896875;0,166521612996809;0,804785502023267;0,609571004046535;0,804785502023268;0,983000198038688;0,27847464520211;0,754539468525579;0,664590700553322;0,815224325295389;-20,8803178274506
0,944;1;0,354850680848577;0,903426791277259;0,166379804934022;0,806291038531902;0,612582077063804;0,806291038531902;0,987806780678068;0,278347199194874;0,756673191467074;0,668845048910082;0,817829474224353;-20,9560867739167
0,978;1;0,32961697561802;0,909937888198758;0,162913539060328;0,804195357285748;0,608390714571495;0,804195357285748;0,98004200420042;0,278455806496259;0,754462345088829;0,665155582096652;0,815570709440115;-20,7796824747818
0,994;1;0,348235744459786;0,904458598726115;0,162193032552827;0,805340073262906;0,610680146525811;0,805340073262906;0,958712747417299;0,272930633254701;0,754410887796339;0,665850426721673;0,815996584993879;-21,3144169778143
0,995;1;0,357618265301824;0,901587301587302;0,163359217716422;0,805204820360628;0,610409640721255;0,805204820360628;0,978901890189019;0,272786932844854;0,754353458362584;0,666484211058467;0,816384842496764;-21,2670025332272
0,965;1;0,362838182164992;0,900621118012422;0,168213457076566;0,806860887787193;0,613721775574385;0,806860887787193;0,961572157215722;0,277844628906439;0,752818275744971;0,66420472040244;0,814987558434139;-20,7403054665217
0,971;1;0,332382629866632;0,906832298136646;0,163356643356643;0,803658916618394;0,607317833236788;0,803658916618394;0,99035103510351;0,279762945089737;0,75472191063936;0,665098934007075;0,815535979590769;-20,7716376023494
0,958;1;0,332319928045144;0,90625;0,163980774667798;0,805072395042994;0,610144790085989;0,805072395042994;0,983390339033903;0,279528471613358;0,758383124354555;0,669992874260183;0,818530924437301;-21,0581735777143
0,956;1;0,352302166745172;0,903125;0,16758480719049;0,807910502023268;0,615821004046535;0,807910502023268;0,979192732047455;0,280610249934582;0,759279836759466;0,671978075629887;0,819742688671199;-21,1235323570118
0,977;1;0,349655919098474;0,899686520376176;0,16461141382277;0,80411741294479;0,60823482588958;0,80411741294479;0,978106744999137;0,275604142122645;0,755272440192254;0,667325003341691;0,816899628682552;-21,0348927224658
0,964;1;0,33590843455364;0,91358024691358;0,163898117386489;0,805357792249178;0,610715584498356;0,805357792249178;0,976942486770629;0,278561940221604;0,749964316934888;0,660560671501112;0,812748836665493;-20,4837698251052
0,96;1;0,354900686168292;0,897515527950311;0,167974426038942;0,805539140493374;0,611078280986748;0,805539140493374;0,979411817670304;0,281368669235057;0,758859626810266;0,671626433366663;0,81952817728658;-20,9728101102845
0,829;1;0,47416056629446;0,827586206896552;0,189179505553565;0,802097433678952;0,604194867357903;0,802097433678952;0,978937767420969;0,278886733242339;0,758848255241574;0,671071341732137;0,819189441907143;-21,1564943309689
0,28;0;0,410047375528547;0,86833855799373;0,173722169959235;0,803024225385698;0,606048450771396;0,803024225385698;0,982142214221422;0,277914494953379;0,758704657122537;0,671307685602133;0,81933368391769;-21,1685020445205
0,755;1;0,327799694955995;0,909090909090909;0,164399092970522;0,806912438158645;0,61382487631729;0,806912438158645;0,970632887103506;0,279240879616515;0,761203413127694;0,674538928919959;0,82130318940082;-21,2752069514267
0,905;1;0,350777285541683;0,903726708074534;0,167868474185174;0,807517814891;0,615035629781999;0,807517814891;0,975706497773662;0,281330717908956;0,757789089970242;0,669892818973662;0,818469803336484;-20,9285627165892
0,898;1;0,347342892797438;0,900311526479751;0,167342211928199;0,806301438505429;0,612602877010858;0,806301438505429;0,966204620462046;0,279016498747915;0,76020935926408;0,672980566552541;0,820353927614503;-21,0918428572738
0,526;1;0,338412961047915;0,903726708074534;0,165340909090909;0,804926435315067;0,609852870630135;0,804926435315067;0,977254657234093;0,280150005235108;0,75801879914302;0,669692942818197;0,818347690665891;-20,9344854035669
0,999;1;0,340515542780315;0,912772585669782;0,16539655659046;0,80821753524687;0,61643507049374;0,80821753524687;0,973732294430709;0,279093645799897;0,756706413275612;0,667825894503066;0,817206151777546;-20,9205528684093
0,997;1;0,334943271779101;0,909657320872274;0,163402350307778;0,805071427986208;0,610142855972416;0,805071427986208;0,986393598545089;0,277794764780474;0,753924849224505;0,663626795278423;0,814632920571237;-20,7868530546819
0,837;1;0,36209452757318;0,890625;0,167155425219941;0,803416506475111;0,606833012950223;0,803416506475111;0,991491149114912;0,27711465914811;0,756872307870079;0,667982447449608;0,817301931632128;-20,9898990439372
0,997;1;0,335078964685238;0,900311526479751;0,165237278444826;0,804046282313031;0,608092564626063;0,804046282313031;0,967449452029457;0,279379314508144;0,759575369654292;0,672937241453556;0,820327520843691;-21,0862322969164
0,928;1;0,348885771413829;0,900311526479751;0,167682042355672;0,806582888745948;0,613165777491897;0,806582888745948;0,978205820582058;0,279742276114523;0,758614734942795;0,671009638583836;0,819151779943031;-21,0167026328084
0,857;1;0,437371399176955;0,852201257861635;0,178113703581991;0,80196060464915;0,603921209298301;0,80196060464915;0,983888292176682;0,276407244587239;0,75757068679837;0,669264730033072;0,818086016280117;-21,1619882430804
0,94;1;0,379087953210437;0,891304347826087;0,171496862862265;0,807145496454525;0,614290992909049;0,807145496454525;0,990518995031304;0,280178100734256;0,758714493845677;0,670966240844923;0,819125290077728;-20,9595375046722
0,907;1;0,410905715669727;0,881987577639752;0,175851393188854;0,808227142392027;0,616454284784054;0,808227142392027;0,98773469989597;0,280613258494592;0,756223015176627;0,666219021594434;0,816222409392461;-20,800035807105
0,667;1;0,355583524537212;0,891304347826087;0,168229777256741;0,803814303252179;0,607628606504358;0,803814303252179;0,984254425442544;0,280757790982523;0,758321438861067;0,669817839267286;0,81842399724549;-20,915718439961
0,994;1;0,422294216193312;0,873065015479876;0,178424549193293;0,807271862448141;0,614543724896282;0,807271862448141;0,976798610261253;0,279963763596692;0,756112035204064;0,6674058872642;0,816949133829151;-20,7858475862566
0,99;1;0,393974015260878;0,876160990712074;0,172877214416616;0,803142198775013;0,606284397550027;0,803142198775013;0,987677730810719;0,279388555344364;0,757919307297039;0,670328537178061;0,818735938613947;-20,8791773036276
0,679;1;0,319026628727446;0,913312693498452;0,163979988882713;0,8059381594136;0,6118763188272;0,8059381594136;0,967716771677168;0,281225503336685;0,759313453902438;0,671939651835824;0,819719251839204;-20,9317632540961
0,957;1;0,333162568306011;0,909657320872274;0,162991906223835;0,804570641615941;0,609141283231882;0,804570641615941;0,982022202220222;0,280062442633823;0,757337204206486;0,668602858265398;0,817681391658999;-20,9439750579639
0,982;1;0,334892134892135;0,912225705329154;0,164406779661017;0,807893508269595;0,61578701653919;0,807893508269595;0,966741574386513;0,277443477988988;0,75768406547814;0,66999749132445;0,81853374476832;-21,1210394411671
0,989;1;0,38633971291866;0,885093167701863;0,170965806838632;0,804652166375204;0,609304332750407;0,804652166375204;0,969663875383529;0,279145795481145;0,752465050116155;0,662943639765603;0,814213509938028;-20,7051985586675
0,989;1;0,347946192649532;0,900928792569659;0,16595380667237;0,804175965864118;0,608351931728235;0,804175965864118;0,979171792227603;0,280431446325469;0,754160051938269;0,665401441777651;0,815721424125694;-20,7224751895083
0,99;1;0,357238095238095;0,891304347826087;0,170579494799406;0,806277237127365;0,612554474254731;0,806277237127365;0,991275022873942;0,281439567817563;0,762481657384261;0,676359899039491;0,82241102803859;-21,1423571948999
0,972;1;0,404872679113527;0,878504672897196;0,172371638141809;0,804331701527963;0,608663403055926;0,804331701527963;0,993153274264951;0,278609964518396;0,754746555775963;0,667602167874362;0,817069255249738;-20,9277522789863
0,155;0;0,372860765448673;0,890965732087227;0,169280852323173;0,805369643237306;0,610739286474611;0,805369643237306;0,984854485448545;0,279837647449287;0,757830863459965;0,670023133784055;0,818549408272986;-21,0093553076914
0,964;1;0,343645324911475;0,903426791277259;0,165242165242165;0,805180844081816;0,610361688163631;0,805180844081816;0,984137366153143;0,279310493497332;0,75572493667182;0,667159041029169;0,816798041763794;-20,9152737276712
0,22;0;0,325380325380325;0,909657320872274;0,164599774520857;0,806476456635086;0,612952913270171;0,806476456635086;0,970743986634992;0,280498151352315;0,760265702244358;0,672967182800102;0,820345770270135;-21,1060633429371
0,819;1;0,370960200086994;0,884735202492212;0,169501641301104;0,803568571727303;0,607137143454606;0,803568571727303;0,988232752689575;0,280147853737356;0,759251100905295;0,672068625405908;0,819797917419841;-21,0765469457323
0,785;1;0,351755801444598;0,897196261682243;0,16657027183343;0,804592874067972;0,609185748135943;0,804592874067972;0,981047047850344;0,280417658428936;0,757617394819821;0,669791743159704;0,818408054187948;-21,0017544380953
0,833;1;0,361394242031229;0,884735202492212;0,16955223880597;0,803619117622976;0,607238235245952;0,803619117622976;0,975565409951017;0,28171919085645;0,760673948564079;0,673741956742189;0,820817858444971;-21,1315136208674
0,935;1;0,397376359450663;0,877742946708464;0,170731707317073;0,803248243892476;0,606496487784951;0,803248243892476;0,989531921792398;0,27549329129366;0,753966754100033;0,66445156020284;0,815138982139144;-20,9379316494699
0,938;1;0,360096553925424;0,888888888888889;0,169861397817753;0,803835256021048;0,607670512042097;0,803835256021048;0,98776173946361;0,282242561317372;0,761173722810983;0,674763022673689;0,821439603789401;-20,9519216146875
0,715;1;0,365557900378521;0,891640866873065;0,169162995594714;0,804538070976986;0,609076141953971;0,804538070976986;0,992175217521752;0,279530096991853;0,755828825416603;0,666628919079218;0,81647346501844;-20,7625470071433
0,753;1;0,428078035095755;0,863777089783282;0,177707006369427;0,803551166250864;0,607102332501728;0,803551166250864;0,97977797779778;0,278198717399484;0,7554978574953;0,667282965025212;0,816873897872378;-20,7838987745766
0,781;1;0,328605805125142;0,906832298136646;0,162447844228095;0,802616877518343;0,605233755036687;0,802616877518343;0,98193186811953;0,280034101595413;0,758592489625017;0,670262999079769;0,8186959136821;-20,936521646382
0,783;1;0,435898502384217;0,854037267080745;0,180921052631579;0,803460065868918;0,606920131737836;0,803460065868918;0,987311693108834;0,28103970703917;0,758603481437717;0,670243267028899;0,818683862689927;-20,9400344355576
0,815;1;0,388478317305522;0,87888198757764;0,173194614443084;0,804769202547796;0,609538405095593;0,804769202547796;0,975967452567541;0,28101922183019;0,761031863448291;0,673553843032661;0,820703261253823;-21,0504938326569
0,617;1;0,375171232876712;0,881987577639752;0,168796433878158;0,801410666286232;0,602821332572464;0,801410666286232;0,979111785866928;0,279370545553076;0,755195996411329;0,665319112517645;0,815670958486107;-20,7726529742052
0,974;1;0,371376282461168;0,894080996884735;0,168328445747801;0,805238879009169;0,610477758018338;0,805238879009169;0,97976597659766;0,278358188967031;0,753313545915107;0,66329831860638;0,814431285380406;-20,7636841527633
0,976;1;0,366381196197143;0,88785046728972;0,167992926613616;0,803011086612804;0,606022173225608;0,803011086612804;0,988136742512495;0,278310044394382;0,756710861589832;0,667682506051171;0,817118416174284;-20,9262353964044
0,977;1;0,343124212295197;0,903426791277259;0,164866401364412;0,804731901048681;0,609463802097362;0,804731901048681;0,975586485412388;0,278236743376895;0,754904801925475;0,666394697619576;0,816330017590665;-20,8839446510865
0,966;1;0,353810919648916;0,901234567901235;0,167000285959394;0,8048471969237;0,609694393847399;0,8048471969237;0,974617461746175;0,279777470287009;0,755127624647229;0,667484720802301;0,816997381147761;-20,7151381710191
0,586;1;0,381852801655349;0,897196261682243;0,17219730941704;0,81026260652117;0,62052521304234;0,81026260652117;0,976597659765977;0,280279399361615;0,756122850888356;0,667447377284742;0,816974526704929;-20,9185139290386
0,553;1;0,358305274971942;0,897196261682243;0,168421052631579;0,806484885138391;0,612969770276783;0,806484885138392;0,967155617032907;0,27955195582006;0,756695498311811;0,668459434938625;0,817593685725755;-20,9538294421838
0,137;0;0,313449774770827;0,922118380062305;0,16241426611797;0,807882338554018;0,615764677108036;0,807882338554018;0,973768298139091;0,282492970982432;0,761657423484053;0,674368793202897;0,821199606187739;-21,1353153657051
0,577;1;0,375312150436859;0,897196261682243;0,171684053651267;0,809728908630137;0,619457817260275;0,809728908630137;0,974794403827981;0,280385345714786;0,75845583903125;0,671111608879718;0,819214018971671;-21,034667806512
0,223;0;0,355562164385694;0,904024767801858;0,168445341794058;0,807753405651055;0,61550681130211;0,807753405651055;0,981626162616262;0,280080122898169;0,755415012916854;0,666156853532632;0,816184325708741;-20,74095550035
0,486;1;0,364612108655617;0,891640866873065;0,170616113744076;0,805976209281161;0,611952418562323;0,805976209281161;0,974098332132594;0,280431088376635;0,758007533309475;0,670431771236126;0,818798980969155;-20,882546809974
0,342;0;0,34955242189977;0,894736842105263;0,16758480719049;0,803853649704999;0,607707299409998;0,803853649704999;0,988643830318972;0,281245148160122;0,758723404451484;0,670425994831635;0,818795453597317;-20,8782114588731
0,935;1;0,332357859531773;0,909937888198758;0,163458856345886;0,804832456383273;0,609664912766547;0,804832456383273;0,967944794479448;0,279915997126113;0,756778189397928;0,668196654072412;0,817432966103284;-20,8834044399445
0,967;1;0,410607376766632;0,879256965944272;0,174769230769231;0,806022174206592;0,612044348413184;0,806022174206592;0,978469717807702;0,279108883124861;0,753879606634181;0,663384354299379;0,814484103159404;-20,6627809113857
0,838;1;0,368160403502938;0,896875;0,167885346592571;0,806288071226367;0,612576142452735;0,806288071226367;0,985310531053105;0,278633026836056;0,7558424374498;0,666811076704046;0,816585008865609;-20,9659088786655
0,967;1;0,376269714741217;0,888888888888889;0,171735241502683;0,805791531823085;0,611583063646171;0,805791531823085;0,969786797417984;0,280521289127975;0,758403001884599;0,670699390136456;0,818962386276962;-20,8321273389164
0,185;0;0,355138187729956;0,903426791277259;0,168164685416063;0,808220625894469;0,616441251788938;0,808220625894469;0,984290429042904;0,28133288237038;0,759482437207094;0,671575730864724;0,81949724274382;-21,0540862281088
0,294;0;0,390552365326771;0,88785046728972;0,174793008279669;0,809658014063592;0,619316028127183;0,809658014063592;0,978493849384939;0,28086929364835;0,759291495542674;0,671906928751719;0,819699291662326;-21,0607806153915
0,697;1;0,363045337640702;0,899686520376176;0,16734693877551;0,80700056924221;0,61400113848442;0,80700056924221;0,972922048542699;0,280118716733899;0,756107323234961;0,666599946381908;0,816455722242124;-21,0109515360177
0,736;1;0,33938994357075;0,915625;0,167860211973647;0,812253123103378;0,624506246206757;0,812253123103378;0,964050189337424;0,282244800642917;0,759181352187477;0,670204711890739;0,818660315326656;-21,0672401025495
0,407;1;0,325463209810717;0,909375;0,162524434515498;0,804475078393688;0,608950156787376;0,804475078393688;0,982784175140257;0,279501234425552;0,759107864865439;0,671376009661844;0,819375377749322;-21,1058063923532
0,614;1;0,363589551540118;0,89375;0,166569598136284;0,803858918276525;0,60771783655305;0,803858918276525;0,989480884991622;0,278703989027065;0,75570475633273;0,666596527610342;0,816453628573199;-20,9505175293165
0,907;1;0,403312060424963;0,871875;0,174157303370786;0,804198853292202;0,608397706584404;0,804198853292202;0,985226522652265;0,279190156279401;0,758514492619434;0,670337642871806;0,81874149941957;-21,0737096143703
0,243;0;0,363086080586081;0,9;0,168519602106495;0,807894204510974;0,615788409021948;0,807894204510974;0,984527406327283;0,279993911327452;0,757364164473527;0,669560053662041;0,818266493058369;-21,0481041920907
0,909;1;0,358019451812555;0,90282131661442;0,164901231033496;0,80543190261677;0,61086380523354;0,80543190261677;0,992304207337822;0,277351440412575;0,753325745390655;0,663980774368049;0,814850154548706;-20,9244671782339
0,941;1;0,334102146013044;0,903426791277259;0,163564579808235;0,803271154084917;0,606542308169834;0,803271154084917;0,965910386518359;0,278646999023042;0,756462655602423;0,667956167444397;0,817285854181018;-20,9289862474194
0,971;1;0,342037087537497;0,907407407407407;0,167187944270685;0,807111875224739;0,614223750449479;0,807111875224739;0,975193519351935;0,281241500871183;0,757286191690732;0,669248040990752;0,818075816162996;-20,7848840585016
0,983;1;0,440006654835847;0,857142857142857;0,179629027009437;0,803343741868332;0,606687483736664;0,803343741868332;0,987974797479748;0,279828787181771;0,756419411962119;0,668267482852135;0,817476288862335;-20,8670656085965
0,967;1;0,378973331537477;0,885093167701863;0,171171171171171;0,804770829954959;0,609541659909918;0,804770829954959;0,981170117011701;0,280405557095376;0,759078617301472;0,672147962739116;0,819846304339488;-20,9940427703751
0,957;1;0,324973794549266;0,91304347826087;0,165727170236753;0,808201221121531;0,616402442243063;0,808201221121531;0,964509344466821;0,281138430443896;0,761208596976427;0,674122124477245;0,821049404407095;-21,0628239902889
0,938;1;0,348531912883262;0,91304347826087;0,166195590729226;0,808722042620571;0,617444085241143;0,808722042620571;0,972958214700493;0,278360044965554;0,750636962969624;0,659993111416891;0,812399600822705;-20,602453892995
0,785;1;0,352597199738718;0,903726708074534;0,168744563641635;0,808399169496595;0,616798338993191;0,808399169496595;0,978691741342201;0,279905754776811;0,75741552060167;0,668113677381074;0,817382210095787;-20,8661781513164
0,984;1;0,35661672034729;0,900621118012422;0,168067226890756;0,806694614044657;0,613389228089314;0,806694614044657;0,985067461953015;0,279845035552004;0,754881646589582;0,66480085416662;0,815353208227342;-20,7577553109473
0,841;1;0,348318551775999;0,903726708074534;0,166333238068019;0,805869829148558;0,611739658297116;0,805869829148558;0,967320339947729;0,279094526770672;0,757679601873093;0,669755153962578;0,818385699998832;-20,9199007745428
0,892;1;0,505334447400132;0,819314641744548;0,195393759286776;0,80303111955715;0,6060622391143;0,80303111955715;0,981962196219622;0,277615065547944;0,754137992839313;0,664369816777957;0,815088839807022;-20,8091789285398
0,851;1;0,386924832406219;0,884735202492212;0,170827067669173;0,804785406000785;0,609570812001569;0,804785406000785;0,980542995932994;0,279653969453223;0,753736215049054;0,663016276094526;0,814258113926122;-20,7647464299426
0,47;1;0,359886538548448;0,894080996884735;0,167493434490808;0,804450715943632;0,608901431887264;0,804450715943632;0,973897389738974;0,279401011889657;0,755437720290494;0,665781590171564;0,815954404468512;-20,8555230245089
0,931;1;0,46855531962027;0,845679012345679;0,185888738127544;0,803996581119739;0,607993162239479;0,803996581119739;0,99272425060228;0,279487131298303;0,752930768978586;0,663546105058929;0,814583393557056;-20,5972329313167
0,934;1;0,351167898883023;0,900311526479751;0,165473804752362;0,804328752617721;0,608657505235441;0,804328752617721;0,966408439311964;0,278677940824515;0,754647252788183;0,665653508867012;0,815875915116393;-20,8513185166913
0,215;0;0,476305889785487;0,841614906832298;0,190108733777622;0,806582443298788;0,613164886597575;0,806582443298788;0,985730487449415;0,281061968903089;0,757609123613007;0,669861327588858;0,818450565146642;-20,9233756494119
0,334;0;0,401493404505948;0,885093167701863;0,173621687480963;0,807189982940461;0,614379965880922;0,807189982940461;0,972349234923492;0,279313374753724;0,751463504317432;0,661262412428162;0,813180430426214;-20,6439998062749
0,247;0;0,389646659195966;0,881987577639752;0,172173385874507;0,804777299189122;0,609554598378244;0,804777299189122;0,988913791643345;0,280401238717589;0,7541207749786;0,664426692589861;0,815123728393341;-20,7475709119655
0,413;0;0,428081778227109;0,863354037267081;0,179354838709677;0,805222795062473;0,610445590124946;0,805222795062473;0,981800070825182;0,279128049699798;0,757303751874576;0,669775558332044;0,818398166134336;-20,922646414386
0,365;0;0,377674040243192;0,881987577639752;0,17046818727491;0,803108103437984;0,606216206875968;0,803108103437984;0,991596134406307;0,280105916258487;0,754616233279562;0,666146679491042;0,816178092998729;-20,8038683749035
